"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING APRIL 2022 TO JUNE 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
425,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Other information technology and computer service
activities n.e.c","Greyhound Capital Partners I, LP",Cayman Islands,"25,53,21,103.6800",3302165.225,Received in the company
426,HEALTHPLIX TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Providing software support and maintenance to the
clients","Lightspeed India Partners II, LLC",Mauritius,"25,72,50,262.5000",3294928.9846,Received in the company
427,HERSHEY INDIA PRIVATE LIMITED,MAHARASHTR A,Mumbai,Manufacture of chocolate and chocolate confectionery,"HERSHEY INTERNATIONAL, LLC",U.S.A,"25,05,00,000.0000",3288791.3265,Received in the company
428,HALVAD RENEWABLES PRIVATE LIMITED,DELHI,Central Delhi,Electric power generation using other non conventional sources,EDF EN INDIA WIND,France,"25,00,00,000.0000",3282226.8728,Received in the company
429,HUBBALLI DURABLE GOODS CLUSTER PRIVATE LIMITED,KARNATAKA,Bengaluru,"Construction and maintenance of industrial facilities such
as refineries chemical plants etc.",Aequs Infrastructures II Pvt Ltd,Mauritius,"25,00,00,000.0000",3282226.8728,Received in the company
430,TATA STARBUCKS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Tea/coffee shops,Emerald City CV,Netherland,"25,00,00,000.0000",3282226.8728,"Received in the
company"
431,"BALANCEHERO INDIA PRIVATE
LIMITED",HARYANA,Gurgaon,Other information service activities n.e.c.,BALANCEHERO CO. LTD.,South Korea,"25,00,00,021.0800",3233345.634,"Received in the
company"
432,Azalp Technologies Private Limited,KARNATAKA,Bengaluru,Web hosting activities,SCI Seed Investment II,Mauritius,"24,91,82,478.0000",3222772.0375,Received in the company
433,Bharti AXA Life Insurance Company Limited,MAHARASHTR A,Mumbai,Life insurance,AXA INDIA HOLDINGS,Mauritius,"24,50,00,000.0000",3216582.3353,Received in the company
434,Anomalous Infra Private Limited,MAHARASHTR A,Mumbai,Storage and warehousing,Ascendas Property Fund (India) PTE Limited,Singapore,"24,45,21,000.0000",3210293.5886,Received in the
,,,,,,,,,
,,,,"n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of
goods in foreign trade zones",,,,,company
435,BISCO BIO SCIENCES PRIVATE LIMITED,TELANGANA,Hyderabad,Seed processing for propagation,Vilmorin ET Cie,France,"25,00,00,000.0100",3202065.7168,"Received in the
company"
436,DSLR TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",ACCEL INDIA VII MAURITIUS LIMITED,Mauritius,"24,64,18,940.0000",3187030.1464,Received in the company
437,DXR ADVENTURES PRIVATE LIMITED,TAMIL NADU,Chennai,Real estate activities with own or leased property,DXR ADVENTURES LLC,U.S.A,"24,15,00,000.0000",3170631.1591,Received in the company
438,"Bharti AXA Life Insurance Company
Limited",MAHARASHTR A,Mumbai,Life insurance,AXA INDIA HOLDINGS,Mauritius,"24,50,00,000.0000",3168678.4542,"Received in the
company"
439,TRANSACTION SOLUTIONS INTERNATIONAL (INDIA) PRIVATE LIMITED,DELHI,South Delhi,"Other data processing, hosting and related activities n.e.c.",Vortiv Limited,Australia,"24,60,48,000.0000",3151447.4618,Received in the company
440,AMP ENERGY C&I PRIVATE LIMITED,DELHI,South Delhi,Electric power generation using solar energy,CI NMF I COOPERATIEF U.A,Netherland,"23,70,60,000.0000",3112338.8098,Received in the company
441,Ascend Performance Materials India Private Limited,TAMIL NADU,Chennai,"MANUFACTURE OF ORGANIC AND
INORGANIC CHEMICAL COMPOUNDS N.E.C.",Ascend Performance Materials Netherlands Holding B.V.,Netherland,"24,15,00,000.0000",3093195.4823,Received in the company
442,DSLR TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c","MATRIX PARTNERS INDIA INVESTMENTS III, LLC",Mauritius,"23,82,90,300.0000",3081899.3447,Received in the company
,,,,,,,,,
443,"TPAC PACKAGING
INDIA PRIVATE LIMITED",MAHARASHTR A,Mumbai,"Manufacture of plastics
and synthetic rubber in primary forms",THAI PLASPAC PUBLIC COMPANY LIMITED,Thailand,"24,00,00,000.0000",3073983.088,"Received in
the company"
444,GURGAON CONSTRUCT WELL PRIVATE LIMITED,DELHI,West Delhi,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",CPP Investment Board Private Holdings (4) Inc.,Canada,"23,91,50,610.0000",3063103.8776,Received in the company
445,"EUROFINS SOUTH BENGALURU RESOURCES PRIVATE
LIMITED",KARNATAKA,Bengaluru,Other specialized design activities n.e.c.,Eurofins Real Estate Lux Holding SARL,Luxembourg,"23,91,20,800.0000",3062722.0633,Received in the company
446,DMW CORPORATION INDIA PRIVATE LIMITED,MAHARASHTR A,Thane,"Manufacture of other pumps, compressors, taps and valves etc.","DMW Corporation, Japan",Japan,"23,49,99,999.8400",3039344.6376,Received in the company
447,Vagishwari Land Developers Private Limited,TELANGANA,Hyderabad,"Construction of buildings carried out on own-account basis or
on a fee or contract basis",GBTC II (Asset A) Pte. Ltd.,Singapore,"23,60,94,504.0000",3023960.4686,Received in the company
448,"Aditya Birla Health Insurance Co.
Limited",MAHARASHTR A,Mumbai,Non-life insurance,Momentum Metropolitan Strategic Investments Pty Ltd,South Africa,"23,02,99,914.7800",3023586.2764,Received in the company
449,PEPPERFRY PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically
updated content",Norwest Venture Partners VII A Mauritius,Mauritius,"23,28,10,000.0000",3011020.5343,Received in the company
450,YG CUTTING TOOLS CORPORATION PRIVATE LIMITED,KARNATAKA,Bangalore Rural,Manufacture of other special-purpose machinery n.e.c.,YG-1 Co Ltd,South Korea,"22,87,50,000.0000",3003237.5886,Received in the company
451,ANA OLEO PRIVATE LIMITED,ANDHRA PRADESH,Nellore,"Manufacture of other vegetable oil, animal oil and fats n.e.c",ANA International Pte Ltd,Singapore,"22,86,00,000.0000",3001268.2525,Greenfield
452,ANRAK ALUMINIUM LIMITED,ANDHRA PRADESH,VISAKHAPATNAM,"Manufacture of
Aluminium from alumina and by other",KCAP METALS PTE. LTD.,Singapore,"22,82,51,950.0000",2996698.7362,Greenfield
,,,,,,,,,
,,,,"methods and products
of aluminium and alloys",,,,,
453,Mountainstar India Office Parks Private Limited,HARYANA,Gurgaon,Real estate activities on a fee or contract basis,BSREP INDIA OFFICE HOLDINGS IV PTE LTD,Singapore,"22,81,56,250.0000",2995442.2998,Received in the company
454,AKARA CAPITAL ADVISORS PRIVATE LIMITED,DELHI,South Delhi,Financial leasing,Morus Technologies PTE. LTD.,Singapore,"22,79,85,433.0000",2993199.6592,Received in the company
455,"WAYCOOL FOODS AND PRODUCTS
PRIVATE LIMITED",TAMIL NADU,Chennai,Wholesale of fruits & vegetables,TRIUMPH PROPERTIES PTE LTD,Singapore,"22,74,17,263.4000",2985740.2131,"Received in the
company"
456,"Hinduja Renewables Energy Private Limited (Formerly known as Fonroche Saaras Energy
Private Limited)",MAHARASHTR A,Mumbai,Electric power generation using solar energy,Hinduja Capital Limited,Mauritius,"23,06,38,224.5900",2982932.1345,Received in the company
457,Azalp Technologies Private Limited,KARNATAKA,Bengaluru,Web hosting activities,Accel India VII (Mauritius) Ltd,Mauritius,"23,04,79,598.0000",2980880.5563,Received in the company
458,PEOPLESTRONG TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,"Human resources provision and
management of human resources functions",PLENTY PRIVATE EQUITY FUND I LIMITED,Mauritius,"22,68,05,394.0000",2977707.0363,Received in the company
459,INTERSEA MARITIME LIMITED,TAMIL NADU,Chennai,Sea and coastal freight water transport,ELAN MARITIME FZE,UAE,"22,66,43,947.5600",2975587.4209,Received in the company
460,MGSA REALTY PRIVATE LIMITED,MAHARASHTR A,Mumbai,Construction of buildings carried out on own-account basis or on a fee or contract basis,ATUL RATILAL JEVANT MANEK,UAE,"22,65,94,000.0000",2974931.664,Received in the company
461,FARMART SERVICE PRIVATE LIMITED,UTTAR PRADESH,Lucknow,"Other supporting activities including agricultural gardening (excluding parks and
gardening activities), n.e.c.",ON Mauritius II,Mauritius,"22,96,35,805.0000",2969967.4596,Received in the company
,,,,,,,,,
462,Indusage Techapp Private Limited,KARNATAKA,Bengaluru,Other non-specialised wholesale trade n.e.c.,Megascale Private Limited,Singapore,"23,16,00,000.0000",2966393.6799,"Received in
the company"
463,MEWT ACCOUNT PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c","Quona Accion Inclusion Fund III, L.P",Cayman Islands,"23,14,39,570.0000",2964338.8503,Received in the company
464,RAISE FINTECH VENTURES PRIVATE LIMITED,MAHARASHTR A,Thane,"Other information technology and computer service
activities n.e.c",Mirae Asset Sage Investment Fund II,South Korea,"22,50,03,210.0000",2954046.3293,Received in the company
465,FRONTIER LIFELINE PRIVATE LIMITED,TAMIL NADU,Chennai,Hospital activities,FirstStep Ventures PTE LIMITED,Singapore,"22,50,00,000.0000",2954004.1855,Received in the company
466,ASSETGRO FINTECH PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",GC India Investment Holdings - Group XI Ltd,British Virginia,"22,49,97,791.0000",2953975.1837,Received in the company
467,Cmunity Innovations Private Limited,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,ACCEL INDIA VI (MAURITIUS) LTD.,Mauritius,"22,47,70,840.0000",2950995.5651,Received in the company
468,"Roppen Transportation
Services Private Limited",TELANGANA,Hyderabad,"Other information technology and
computer service activities n.e.c",Nexus Ventures V Ltd,Mauritius,"22,81,20,465.0000",2950368.9894,Received in the company
469,Drums Food International Private Limited,MAHARASHTR A,Mumbai,"Manufacture of ice- cream, kulfi etc.",Danone Manifesto Ventures Europe SAS,France,"23,00,00,000.0000",2945900.4593,Received in the company
470,Raine Advisors India Private Limited,MAHARASHTR A,Mumbai,Activities auxiliary to financial service activities n.e.c.,Raine India Holdings LLC,U.S.A,"22,93,80,000.0000",2937959.3363,Received in the company
471,Groyyo Private Limited,MAHARASHTR A,Thane,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and
tapestry, sports clothes",ALPHA WAVE INCUBATION LP,UAE,"22,26,27,603.1500",2922857.2067,Received in the company
472,FINTECH BLUE,MAHARASHTR,Mumbai,Other information,"AMFAM VC Fund III, LP",U.S.A,"22,79,93,920.0000",2920206.0593,Received in
,,,,,,,,,
,SOLUTIONS PRIVATE LIMITED,A,,"technology and
computer service activities n.e.c",,,,,the company
473,DELUXE RECYCLING (INDIA) PRIVATE LIMITED,MAHARASHTR A,Mumbai,Manufacture of other plastics products n.e.c.,OCEAN FUND INDIA HOLDING PTE. LTD.,Singapore,"22,16,90,499.8800",2910554.0646,Received in the company
474,LEVERAGE ED TECH PRIVATE LIMITED,DELHI,Central Delhi,"Higher education in engineering / other technical courses leading to a university
degree or equivalent",Kaizen private Equity II Pte Ltd,Singapore,"22,50,00,295.0000",2910014.6406,Received in the company
475,GOAT BRAND LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",THE G.O.A.T BRAND LABS PTE. LTD.,Singapore,"22,40,37,679.2300",2897564.7636,Received in the company
476,OUR FOOD PRIVATE LIMITED,ANDHRA PRADESH,Visakhapatnam,Warehousing non- refrigerated,3LINES OURFOOD SPV LLC,U.S.A,"22,34,71,145.5600",2890237.5676,Received in the company
477,Belstar Microfinance Limited,TAMIL NADU,Chennai,"Other financial service activities, except insurance and pension funding activities, n.e.c.",MAJ INVEST FINANCIAL INCLUSION FUND II K/S,Denmark,"22,00,00,060.0000",2888360.4358,Received in the company
478,MANIPALCIGNA HEALTH INSURANCE COMPANY LIMITED,MAHARASHTR A,Mumbai,Non-life insurance,Cigna Holdings Overseas Inc.,U.S.A,"22,49,99,820.3600",2881856.8441,Received in the company
479,Groyyo Private Limited,MAHARASHTR A,Thane,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and
tapestry, sports clothes",ALPHA WAVE INCUBATION LP,UAE,"22,26,27,603.1500",2879327.7118,Received in the company
480,LENTRA AI PRIVATE LIMITED,MAHARASHTR A,Pune,"Other information technology and computer service
activities n.e.c",BESSEMER INDIA CAPITAL HOLDINGS II LTD,Mauritius,"22,46,41,269.3000",2877264.4279,Received in the company
481,Lulu Hospitality Private Limited,KERALA,Thiruvananthapura m,"Hotels and Motels, inns, resorts providing short term lodging
facilities; includes accommodation in",SHABIRA YUSUFFALI,UAE,"21,89,60,404.0000",2874710.8883,Received in the company
,,,,,,,,,
,,,,house boats,,,,,
482,ULUNDURPET EXPRESSWAYS PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges,
tunnels and subways",GALAXY INVESTMENTS II PTE LTD,Singapore,"21,90,49,300.0000",2833048.1523,Received in the company
483,SM ELECTRONIC TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of electronic valves and tubes, semiconductor devices, microchips, integrated circuits and printed circuits",Satori Electric Co Ltd,Japan,"21,12,35,157.0000",2773286.8351,Received in the company
484,GENSOL MOBILITY PRIVATE LIMITED,GUJARAT,Ahmedabad,Rental of private cars with driver,BP TECHNOLOGY VENTURES LTD,United Kingdom,"21,37,75,100.0000",2764834.9119,Received in the company
485,FINTECH BLUE SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other information technology and computer service activities n.e.c,Jungle Ventures III Investment Holding Pte Ltd,Singapore,"21,43,00,240.0000",2744813.8063,Received in the company
486,HSK LOGISTICS ASSETS INDIA PRIVATE LIMITED,KARNATAKA,Bangalore Rural,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones",Hoskote Logistics Assets Pte. Ltd.,Singapore,"20,90,00,000.0000",2703076.7221,Greenfield
487,ULINK AGRITECH PRIVATE LIMITED,MAHARASHTR A,Pune,Whole sale of other agriculture raw materials n.e.c.,Schroders Capital Private Equity Asia Mauritius VIII Limited,Mauritius,"21,05,35,761.9600",2696597.382,Received in the company
488,FILO Edtech Private Limited,DELHI,South Delhi,"Other information
technology and computer service",FILO EDTECH INC.,U.S.A,"20,00,00,000.0000",2625781.4982,"Received in
the company"
,,,,,,,,,
,,,,activities n.e.c,,,,,
489,CLEANEDGE WATER INDIA PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Treatment of waste water or sewer by means of physical, chemical or biological processes",Cleanedge Water Pte Ltd,Singapore,"19,99,99,995.6000",2625781.4405,Received in the company
490,TESLA INDIA MOTORS AND ENERGY PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale and retail sale of new vehicles (passenger motor vehicles, ambulances, minibuses, jeeps, trucks, trailers and
semi-trailers)",TESLA INTERNATIONAL B.V.,Netherland,"19,98,00,000.0000",2623155.7167,Received in the company
491,Bati Mumbai Private Limited,MAHARASHTR A,Pune,Construction of buildings carried out on own-account basis or on a fee or contract basis,BATILOGISTIC,France,"19,80,00,000.0000",2599523.6832,Received in the company
492,FLYJAC LOGISTICS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Cargo handling incidental to water transport,Hitachi Transport System Ltd,Japan,"19,80,00,000.0000",2599523.6832,Received in the company
493,SOLARONE ENERGY PRIVATE LIMITED,DELHI,Central Delhi,Electric power generation using solar energy,FORTUM SAR B.V.,Netherland,"19,80,00,000.0000",2599523.6832,Received in the company
494,PRATECH BRANDS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Retail sale via e- commerce,Surge Ventures III,Mauritius,"19,79,98,979.1000",2599510.2799,"Received in the
company"
495,AI GROWTH PRIVATE LIMITED,KARNATAKA,Bengaluru,Management consultancy activities,ACCEL INDIA VI (MAURITIUS) LTD,Mauritius,"20,00,00,801.0000",2586686.6487,"Received in the
company"
496,GORAKHPUR INFRASTRUCTURE COMPANY PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",BIF India Holdings Pte. Ltd.,Singapore,"20,00,00,000.0000",2586676.2891,Received in the company
497,KASHIPUR SITARGANJ,HARYANA,Gurgaon,Construction and maintenance of,C P HOLDING LIMITED,UAE,"20,00,00,000.0000",2586676.2891,Received in the
,,,,,,,,,
,HIGHWAYS PRIVATE LIMITED,,,"motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",,,,,company
498,Sirius Foods Private Limited,UTTAR PRADESH,Gautam Buddha Nagar,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this
excludes the",Fleetwing Limited,UAE,"19,99,99,800.0000",2586673.7024,Received in the company
