"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING OCTOBER 2021 TO DECEMBER 2021",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
728,CONVEGENIUS DIGITAL INDIA SERVICES PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,Publishing of operating business and other applications,CONVEGENIUS INTERNATIONAL HOLDINGS PTE LTD,Singapore,"6,65,99,392.6100",883603.3382,Received in the company
729,Aspocomp Electronics India Private Limited,TAMIL NADU,Chennai,"Manufacture of bare printed circuit boards, loading of components onto printed circuit boards; manufacture of
interface cards (e.g. sound, video, controllers,",Asia Rich Enterprises Limited,British Virginia,"6,61,52,636.0500",883032.3852,Received in the company
,,,,"network, modems)",,,,,
730,TRILLIUMFLOW SERVICES INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Architectural and engineering activities and related technical consultancy,Trillium Flow Technologies Holdings Limited,United Kingdom,"6,50,00,000.0000",872524.2125,Received in the Company
731,WAYCOOL FOODS AND PRODUCTS PRIVATE LIMITED,TAMIL NADU,Chennai,Wholesale of fruits & vegetables,LR India Holdings Ltd.,Cayman Islands,"6,51,20,835.9100",863986.6783,Received in the company
732,TUI INDIA PRIVATE LIMITED,DELHI,Central Delhi,Tour operator activities,TUI Spain S.L.U,Spain,"6,43,65,000.0000",859170.2896,Received in the company
733,Merabo Labs Private Limited,RAJASTHAN,Jaipur,Other non-specialised wholesale trade n.e.c.,Ryan Khoury,U.S.A,"6,42,53,362.0000",857680.1001,Received in the company
734,ADVANCED MONOMERS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"MANUFACTURE OF ORGANIC AND INORGANIC CHEMICAL
COMPOUNDS N.E.C.","Polyplastics Co., Ltd.",Japan,"6,36,14,200.0000",853921.9963,Received in the Company
735,Smart Parts Online Private Limited,HARYANA,Gurgaon,Retail sale via e- commerce,Contentmart Global,Mauritius,"6,41,83,540.0000",851551.1626,Received in the company
736,STRONGSUN RENEWABLES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Electric power generation using solar energy,CLEANTECH INDIA OA PTE. LTD.,Singapore,"6,28,08,160.0000",843102.1592,Greenfield
737,Intello Labs Private Limited,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",Nexus Ventures V Ltd,Mauritius,"6,20,93,889.0000",828854.5731,Received in the company
738,B9 BEVERAGES PRIVATE LIMITED,DELHI,Central Delhi,Manufacture of beer,VALIANT MAURITIUS PARTNERS FDI LTD,Mauritius,"6,16,81,000.0000",823343.1622,Received in the company
739,Intello Labs Private Limited,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",Saama Capital IV Ltd,Mauritius,"6,16,11,419.0000",822414.3666,Received in the company
740,Freshcore Provisions Private Limited,DELHI,South Delhi,Wholesale of fruits and vegetables,The New Leaf Company B.V,Netherland,"6,07,32,177.0000",810677.8856,Received in the company
741,Karanja Terminal & Logistics Private Limited,MAHARASHTRA,Raigarh(MH),Cargo handling incidental to water transport,Mercantile Ports and Logistics Limited,Guernsey,"6,04,73,136.0000",807220.1006,Brownfield
742,CRISIL Limited,MAHARASHTRA,Mumbai,Activities auxiliary to financial service activities n.e.c.,STEPHANE YVES FRANCOIS BESSON,United Kingdom,"6,00,81,268.8000",806497.8731,Received in the Company
743,KARNATAKA RESCO ROOFTOP SOLAR PRIVATE LIMITED,TELANGANA,Hyderabad,Electric power generation using solar energy,TEP Solar India Mauritius,Mauritius,"6,07,52,260.0000",806026.8666,Received in the company
744,LUMAX ALPS ALPINE INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of motor vehicle electrical,Alps Alpine Co. Ltd,Japan,"6,00,00,000.0000",805406.9654,BROWNFIELD
,,,,"equipment, such as generators, alternators, spark plugs,ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels,
voltage regulators etc",,,,,
745,Toyobo India Private Limited,HARYANA,Gurgaon,"Wholesale of industrial chemicals,","TOYOBO CO., LTD.",Japan,"6,00,00,000.0000",805406.9654,Received in the Company
746,PENTACAP ADVISORS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Management of other investment funds,BHAL Global Corporate Limited,United Kingdom,"5,99,00,000.0000",799569.6473,Received in the company
747,ULINK AGRITECH PRIVATE LIMITED,MAHARASHTRA,Pune,"Whole sale of other agriculture raw materials
n.e.c.",Accel India V (Mauritius),Mauritius,"5,91,99,213.3200",790215.2607,Received in the company
748,MAXKING (INDIA) FOOTWEAR PVT LTD,ANDHRA PRADESH,Nellore,"Manufacture of leather footwear such as shoes, sandals, chappals, leather-cum- rubber/plastic cloth
sandles and chappals",MAXKING FOOTWEAR LIMITED,Samoa,"5,83,44,000.0000",783177.7332,BROWNFIELD
749,YODA LIFELINE DIAGNOSTICS PRIVATE LIMITED,TELANGANA,Hyderabad,Activities of independent diagnostic/pathological laboratories,DEVANSH LAB WERKS INC,U.S.A,"5,82,39,700.0000",772691.6316,Received in the company
750,"Behr Bircher Cellpack
BBC India Private Limited",DELHI,North West Delhi,Manufacture of other electrical equipment,Behr Bircher Cellpack BBC AG,Switzerland,"5,75,00,000.0000",762877.7074,Received in the company
751,SCHLOSS BANGALORE PRIVATE LIMITED,DELHI,South West Delhi,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",BSREP III INDIA BALLET III PTE. LTD,Singapore,"5,75,00,000.0000",762877.7074,Received in the company
752,SCHLOSS BANGALORE PRIVATE LIMITED,DELHI,South West Delhi,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation
in house boats",BSREP III INDIA BALLET III PTE. LTD,Singapore,"5,75,00,000.0000",762877.7074,Received in the company
753,Finwizard Technology Private Limited,KARNATAKA,Bengaluru,Activities auxiliary to financial service activities n.e.c.,Accion Frontier Inclusion Mauritius,Mauritius,"5,62,73,405.1600",755383.2081,Received in the Company
754,"FOXLINK INDIA
ELECTRIC PRIVATE LIMITED",ANDHRA PRADESH,Chittoor,"Manufacture of domestic
electric appliances such as refrigerators, washing",Foxlink International Investment Limited,Taiwan,"5,64,62,090.0000",753679.0215,Received in the company
,,,,"machines, vacuum cleaners, mixers, grinders etc.",,,,,
755,GoldVIP Technology Solutions Private Limited,DELHI,South West Delhi,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically
updated content",Mynavi Corporation,Japan,"5,62,22,205.0000",750476.9386,Received in the company
756,FUNDFOLIO FINTECH PRIVATE LIMITED,KERALA,Ernakulam,Other information technology and computer service activities n.e.c,"FUNDFOLIO, INC",U.S.A,"5,57,60,000.7400",748491.5498,Received in the Company
757,"AKARA CAPITAL ADVISORS PRIVATE
LIMITED",DELHI,South Delhi,Financial leasing,Morus Technologies PTE. LTD.,Singapore,"5,62,10,999.0000",745775.966,Received in the company
758,ROHAN LANDSCAPE PRIVATE LIMITED,MAHARASHTRA,Pune,"Construction of buildings carried out on own- account basis or on a fee
or contract basis",ILP III Ventures II Pte. Ltd.,Singapore,"5,55,00,000.0000",745001.443,Greenfield
759,91 Springboard Business Hub Pvt Ltd,DELHI,South Delhi,Management consultancy activities,SPRINGBOARD SOLUTIONS PRIVATE LIMITED,Singapore,"5,61,32,330.0000",744732.2299,Received in the company
760,"JIFFYSHIP CARGO TECHNOLOGY SOLUTIONS PRIVATE
LIMITED",HARYANA,Gurgaon,"Other professional, scientific and technical activities n.e.c.",OTS WORLDWIDE LIMITED,UAE,"5,48,22,500.0000",735907.056,Received in the Company
761,AMRIKI TALKIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Production of motion picture,AMRIKI TALKIES LLC,U.S.A,"5,50,58,410.0000",734942.128,Received in the company
762,MANCH TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other data processing, hosting and related activities n.e.c.",Bharat Inclusive Technologies Seed Holdings Limited,Mauritius,"5,49,73,250.6000",733805.3855,Received in the company
763,KINDORAMA HEALTHCARE PRIVATE LIMITED,KERALA,Ernakulam,Hospital activities,Kindorama Pte Ltd,Singapore,"5,44,79,992.0000",731309.4172,Received in the Company
764,Credright Private Limited,KARNATAKA,Bengaluru,Management consultancy activities,Spearhead Capital Limited,British Virginia,"5,38,51,392.0000",722871.4369,Received in the Company
765,GREENIZON AGRITECH CONSULTANCY PRIVATE LIMITED,MAHARASHTRA,Pune,"Other professional, scientific and technical activities n.e.c.",ESASVC LLC - F Series,U.S.A,"5,35,63,350.0000",719004.9197,Received in the Company
766,GLOBAL FERTILITY SOLUTIONS PRIVATE LIMITED,DELHI,South Delhi,"Other human health activities n.e.c. (including
independent ambulance activities)",G Fertility Solutions IND DMCC,UAE,"5,37,52,500.0000",717510.3083,Received in the company
767,Spinning Plates Hospitality Private Limited,MAHARASHTRA,Mumbai,Restaurants without bars,Volante Capital Ltd.,Mauritius,"5,32,71,010.0000",715080.7085,Greenfield
768,MAHAKALESHWAR TOLLWAYS PVT LIMITED,MADHYA PRADESH,Ujjain,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",GALFAR ENGINEERING AND CONTRACTING SAOG,Oman,"5,32,00,000.0000",714127.5093,BROWNFIELD
769,Arkel Electronic India Private Limited,GUJARAT,Vadodara,Manufacture of other electrical equipment,Arkel Elektrik Elektronik Sanayi ve Ticaret Anonim Sirketi,Turkey,"5,28,61,790.1000",705620.749,Received in the company
770,ASSETGRO FINTECH PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",BELLERIVE CAPITAL (BCP) 6 LIMITED,British Virginia,"5,24,94,332.0000",700715.7683,Received in the company
771,Merabo Labs Private Limited,RAJASTHAN,Jaipur,Other non-specialised wholesale trade n.e.c.,Navroz D Udwadia,United Kingdom,"5,23,50,430.5800",698794.9135,Received in the company
772,SURYA ENERGY PHOTO VOLTAIC INDIA PRIVATE LIMITED,KARNATAKA,Vijayapura Honawad,"Electric power generation using other non conventional
sources",Acciona Energia Global SLU,Spain,"5,19,18,000.0000",696918.6472,Greenfield
773,VAYA LIFE PRIVATE LIMITED,TAMIL NADU,Chennai,"Wholesale of metal, porcelain and glass utensils; crockery and
chinaware",VAYA HOLDINGS PTE LIMITED,Singapore,"5,17,54,800.0000",694727.9402,Received in the Company
774,Digiflik Limited,MAHARASHTRA,Mumbai,Motion picture distribution,DIGI 2020 PTE LTD,Singapore,"5,20,14,600.0000",694312.1098,Received in the company
775,KHEYTI TECH PRIVATE LIMITED,TELANGANA,K.V.Rangareddy,"Other supporting activities including agricultural gardening (excluding parks and gardening activities),
n.e.c.",Kheyti Inc.,U.S.A,"5,20,00,000.0000",694117.2231,Received in the company
776,STAR PIPE FOUNDRY (INDIA) PRIVATE LIMITED,GUJARAT,Rajkot,Casting of non-ferrous metals,STAR PIPE PRODUCTS LTD,U.S.A,"5,20,10,000.0000",690039.4706,Received in the company
777,Sanctum Wealth Private Limited,MAHARASHTRA,Mumbai,Security and commodity contracts brokerage,Plenty Private Equity Fund I Limited,Mauritius,"5,16,13,244.3200",688954.6504,Received in the company
778,NIUM FOREX INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other financial service
activities, except insurance and pension",NIUM PTE LTD,Singapore,"5,13,00,000.0000",688622.9554,Received in the Company
,,,,"funding activities, n.e.c.",,,,,
779,INTERROPAC PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,Karbon United Pte Limited,Singapore,"5,07,03,240.0000",676807.5413,Received in the company
780,FIRSTPRINCIPLE APPSFORBHARAT PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing","MATRIX PARTNERS INDIA INVESTMENTS III, LLC.",Mauritius,"5,03,75,733.1000",672435.8455,Received in the company
781,LAWSON LUCY INDIA PRIVATE LIMITED,GUJARAT,Panch Mahals,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage
limiters, surge suppressors, junction",LAWSON FUSES LIMITED,United Kingdom,"5,00,00,000.0000",671172.4712,Greenfield
782,Sirius Foods Private Limited,UTTAR PRADESH,Gautam Buddha Nagar,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg
powder, sambar powder etc. (this excludes the",M/s Fleetwing Limited,UAE,"4,99,99,400.0000",671164.4171,Received in the Company
783,INCRED CAPITAL FINANCIAL SERVICES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other credit granting,AKENA,Mauritius,"4,99,99,237.0500",671162.2298,Received in the Company
784,Kaynes Technology India Private Limited,KARNATAKA,Mysuru,"Manufacture of bare printed circuit boards, loading of components onto printed circuit boards; manufacture of interface cards (e.g. sound, video, controllers,
network, modems)",GANESH CHERAPURAM BALASUBRAMANIAN,UAE,"4,99,93,800.0000",671089.2458,Received in the Company
785,PICKRR TECHNOLOGIES PRIVATE LIMITED,HARYANA,Faridabad,Courier activities,Pickrr Holding LLC,U.S.A,"5,01,54,588.0000",669483.9105,Received in the company
786,Insuretech Digital Solutions India Private,MAHARASHTRA,Mumbai,"Other data processing, hosting and related",NM Desai Family LP,U.S.A,"5,00,01,250.0000",667437.0923,Received in the company
,Limited,,,activities n.e.c.,,,,,
787,Zilingo Global Private Limited,KARNATAKA,Bengaluru,Wholesale of other clothing items n.e.c.,Zilingo Pte Ltd,Singapore,"5,00,00,008.0000",667420.5136,Received in the company
788,IndoSpace Industrial Park Oragadam Walajabad Private Limited,TAMIL NADU,Kanchipuram,Construction of buildings carried out on own- account basis or on a fee or contract basis,ILP II Pte. Ltd.,Singapore,"5,00,00,000.0000",667420.4068,Brownfield
789,SheepMedical India Private limited,MAHARASHTRA,Mumbai,"Wholesale of scientific, medical and surgical machinery and equipment",SHEEPMEDICAL CO. LTD.,Japan,"4,99,99,500.0000",667413.7326,Received in the company
790,JAPAN ELEVATOR SERVICE INDIA PRIVATE LIMITED,HARYANA,Gurgaon,"Installation of elevators, escalators",JAPAN ELEVATOR SERVICE HONGKONG COMPANY LIMITED,Hong Kong,"5,02,05,000.0000",666091.7443,Received in the company
791,TRIANGLE FARMS PRIVATE LIMITED,TELANGANA,Hyderabad,"Growing of vegetables, n.e.c.",ARTHIT CAPITAL MASTER FUNDS PTE LTD,Singapore,"4,95,59,150.0000",665254.7435,Received in the Company
792,Roppen Transportation Services Private Limited,TELANGANA,Hyderabad,Car parking including motorcycle and bicycle parking,POSITIVE MOVES CONSULTING PTE LTD,Singapore,"4,98,35,159.9400",665220.0544,Received in the company
793,AKSHAYAKALPA FARMS AND FOODS PRIVATE LIMITED,KARNATAKA,Tumakuru,Manufacture of other dairy products n.e.c.,Darshan Puttannaiah,U.S.A,"5,00,00,000.0000",663371.9195,Received in the company
794,KVR Industrial Park Private Limited,MAHARASHTRA,Pune,"Construction of buildings carried out on own-
account basis or on a fee or contract basis",ILP II Ventures I Pte. Ltd.,Singapore,"5,00,00,000.0000",663371.9195,Greenfield
795,OCTAFX INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",Pavel Prozorov,Spain,"4,90,00,000.0000",650104.4811,Received in the company
796,ZEN TECHNOLOGIES LIMITED,TELANGANA,Hyderabad,Educational support activities,Pragma Fund SPC - Equities Segregated Portfolio,British Virginia,"4,89,15,876.0000",648988.3711,Received in the company
797,GLOBAL FERTILITY SOLUTIONS PRIVATE LIMITED,DELHI,South Delhi,"Other human health activities n.e.c. (including independent ambulance
activities)",G Fertility Solutions IND DMCC,UAE,"4,78,78,400.0000",642693.2809,Received in the Company
798,Neotiss Limited,TELANGANA,Medak,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-
steel",Neotiss SAS,France,"4,78,77,500.0000",639088.4105,Received in the company
799,Agristo Masa Private,UTTAR,Gautam Buddha,Manufacture of potato,IMSTO NV,Belgium,"4,50,00,000.0000",604055.2241,Received in
,Limited,PRADESH,Nagar,flour and meals and prepared meals of vegetables,,,,,the Company
800,EAT NINO PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",NINO FOODS INC,U.S.A,"4,49,97,500.7900",604021.6761,Received in the Company
801,"ETO MOTION TECHNOLOGIES INDIA
PRIVATE LIMITED",Karnataka,Bengaluru,Manufacture of fluid power equipment,ETO GRUPPE Beteiligungen GmbH,Germany,"4,49,95,510.0000",603994.9528,Received in the Company
802,LEADING BIRD WEB SERVICES PRIVATE LIMITED,DELHI,South Delhi,Other information technology and computer service activities n.e.c,IF INDIA II INVESTMENT PARTNERSHIP,Japan,"4,49,61,515.9000",600164.6646,Received in the company
803,NIPPON OIL PUMP INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of electrical machinery, equipment and supplies, n.e.c.","Nippon Oil Pump Co., Ltd.",Japan,"4,50,00,000.0000",597034.7275,Received in the company
804,Capitalgrid Technologies Private Limited,KARNATAKA,Bengaluru,"Other financial service activities, except insurance and pension
funding activities, n.e.c.",SWIP HOLDINGS LIMITED,Mauritius,"4,49,99,500.0000",597028.0938,Received in the company
805,BELGOTEX INDIA PRIVATE LIMITED,DELHI,South West Delhi,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and
tapestry, sports clothes",Nederlandse Tapijten Holding BV,Netherland,"4,40,00,000.0000",590631.7746,Received in the Company
806,INTERCOS INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of cosmetics and toileteries (includes manufacture of pre-shave, shaving or after shave preparations; personal deodorants and anti-respirants; perfumed bath bath salts
and other bath prepa",Intercos S.p.A.,Italy,"4,40,00,000.0000",587329.958,Received in the company
